chapter_id,title_en,title_jp,title_romaji,arc,volume,viz_release_date,wsj_release_date_jp,wsj_issue,pages,summary_short_paraphrase,beats_predicate,characters_core,locations_core,threads_opened,threads_closed,source_url,source_attribution_title,source_attribution_author,source_license
1073,Miss Buckingham Stussy,ミス・バッキンガム・ステューシー,,,106,,"January 30, 2023",2023 Issue 9,15,"Having taken down Kaku, Stussy takes down Lucci as well and is revealed to be Vegapunk 's spy. Zoro helps fight off S-Hawk, allowing Edison and Lilith to regain control of the Seraphim. Meanwhile at Sphinx, Marco learns that the Marines invaded while he was gone but Weevil fought them off.",[],"['Kaku', 'Stussy', 'Lucci', 'Vegapunk', 'Zoro', 'S-Hawk', 'Edison', 'Lilith', 'Seraphim', 'Sphinx', 'Marco', 'Marines']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1073,Chapter 1073 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1074,Mk. III,マーク Ⅲ,,,106,,"February 13, 2023",2023 Issue 11,17,"A partially recovered Sentomaru dispatches a large number of Pacifista Mark III units to deal with the remaining World Government officials. Meanwhile, after Shaka updates the Straw Hat Pirates on the situation, the group heads out to look for Vegapunk, excluding Luffy and Zoro who are left in charge of watching over the unconscious Lucci and Kaku. Meanwhile, as Bonney is exploring through Kuma 's memories to learn the truth of why her father became a cyborg, Morgans is revealed to be hiding both Vivi and Wapol from the World Government aboard his airship.",[],"['Sentomaru', 'Pacifista', 'World Government', 'Shaka', 'Straw Hat Pirates', 'Vegapunk', 'Luffy', 'Zoro', 'Lucci', 'Kaku', 'Bonney', 'Kuma']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1074,Chapter 1074 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1075,Labophase Death Game,研究層 DEATH GAME,,,106,,"February 20, 2023",2023 Issue 12,15,"As the groups are still looking for Vegapunk, Shaka notices someone is taking out the surveillance so they could not find Vegapunk easily. Usopp s group is attacked by S-Bear and S-Hawk, Shaka realizes someone had gained control of the Seraphim and is trying to kill them all. Realizing they are also in danger a reawakened Lucci and Kaku suggest a temporary alliance, much to the chagrin of Luffy and Zoro.",[],"['Vegapunk', 'Shaka', 'surveillance', 'Usopp', 'Pythagoras', 'S-Snake', 'petrifies', 'York', 'Luffy', 'S-Bear', 'S-Hawk', 'Seraphim']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1075,Chapter 1075 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1076,Old Friends,旧友,,,106,,"February 27, 2023",2023 Issue 13,17,"Despite some tensions between both groups, Luffy reluctantly agrees to free Lucci and Kaku, allowing them to engage the Seraphim. Meanwhile, Vegapunk has been placed in confinement in the lab, surprised at the events occurring under his nose and wonders how the World Government found out about his Poneglyph research. Elsewhere, on Elbaph, the Red Hair Pirates greet the reunited Giant Warrior Pirates and later confront the Kid Pirates to demand their copies of the Road Poneglyph, challenging them to a battle for them.",[],"['Luffy', 'Lucci', 'Kaku', 'Seraphim', 'Vegapunk', 'World Government', 'Poneglyph', 'Elbaph', 'Red Hair Pirates', 'Giant Warrior Pirates', 'Kid Pirates']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1076,Chapter 1076 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1077,Should Have Noticed Sooner,早く気づくべきだった,,,107,,"March 13, 2023",2023 Issue 15,17,"As Sentomaru urges the Fabriophase residents to flee, inside Labophase, Zoro realizes that the Seraphim have King s group in fighting against S-Shark, and S-Snake turning Usopp 's group into stone. Just as Shaka finds Vegapunk and the missing Cipher Pol agents, he is shot in the head by an unknown assailant, which kills him.",[],"['Sentomaru', 'Zoro', 'Seraphim', 'King', 'Lunarian', 'Shaka', 'Vegapunk', 'Sanji', 'Nami', 'S-Shark', 'S-Snake', 'Usopp']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1077,Chapter 1077 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1078,Escape Limit,脱出リミット,,,107,,"March 20, 2023",2023 Issue 16,15,As Stussy reports to Sentomaru the objective of the World Government s secret activities were leaked; it turns out York was the traitor in her bid to become both the only Vegapunk and a World Noble.,[],"['Stussy', 'Sentomaru', 'World Government', 'Egghead', 'Straw Hat Pirates', 'Seraphim', 'S-Hawk', 'Zoro', 'Kaku', 'Egghead Incident', 'Vegapunk', 'York']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1078,Chapter 1078 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1079,"The Emperor's Crew, the Red-Haired Pirates",「四皇」赤髪海賊団,,,107,,"March 27, 2023",2023 Issue 17,15,"The nature of York s ship, leaving the Kid Pirates completely annihilated.",[],"['York', 'World Government', 'Blackbeard Pirates', 'Egghead', 'Elbaph', 'Kid', 'Shanks', 'Dorry', 'Brogy', ""Kid's ship"", 'Kid Pirates']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1079,Chapter 1079 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1080,The Hero of Legend,伝説の英雄,,,107,,"April 10, 2023",2023 Issue 19,17,"At Hachinosu, Koby is freed with Perona s Haki abilities.",[],"['Hachinosu', 'Koby', 'Perona', 'Blackbeard', 'World Government', 'Blackbeard Pirates', 'SWORD', 'Devil Fruits', 'Garp', 'Haki']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1080,Chapter 1080 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1081,"Tenth Ship Captain of the Blackbeard Pirates, Kuzan",黒ひげ海賊団10番船船長クザン,,,107,,"April 24, 2023",2023 Issue 21-22,19,"During the operation to rescue Koby, Garp 's team comes under attack from their former comrade Kuzan, now one of the titanic captains of the Blackbeard Pirates, forcing Garp to engage him, as a flashback occurs to reveal how Kuzan joined their group. Meanwhile, the Heart Pirates have been defeated by Blackbeard himself, forcing Bepo to use a drug developed by Chopper to change into Sulong form to get Law to safety.",[],"['Koby', 'Garp', 'Kuzan', 'Blackbeard Pirates', 'Heart Pirates', 'Blackbeard', 'Bepo', 'Chopper', 'Sulong', 'Law']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1081,Chapter 1081 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1082,Let's Go and Take It!!,取りに行こうぜ!!,,,107,,"May 8, 2023",2023 Issue 23,15,"At Marine Headquarters, Sengoku and Tsuru talk about the threat the Cross Guild poses to their forces while it remains active. At the Cross Guild's location, Buggy angers Crocodile and Mihawk after their subordinates design the figurehead of their flagship after Buggy. During their meeting it gets worse when Buggy foolishly announces his plans for their group to go after the One Piece.",[],"['Marine Headquarters', 'Sengoku', 'Tsuru', 'Cross Guild', 'Buggy', 'Crocodile', 'Mihawk', 'One Piece', 'Sabo', 'Lulusia Kingdom', 'Dragon', 'Ivankov']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1082,Chapter 1082 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1083,The Truth of That Day,あの日の真実,,,107,,"May 15, 2023",2023 Issue 24,15,"Sabo gives his report to Dragon and Ivankov about his earlier mission in Mary Geoise and that he achieved his objectives. As the two want to know the truth of Cobra s safety, Cobra prepares for his meeting with the Five Elders.",[],"['Sabo', 'Dragon', 'Ivankov', 'Mary Geoise', 'Cobra', 'Levely', 'Revolutionary Army', 'Admirals', 'Vivi', 'Shirahoshi', 'Five Elders']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1083,Chapter 1083 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1084,The Attempted Murder of a Celestial Dragon,天竜人殺人未遂事件,,,107,,"May 22, 2023",2023 Issue 25,17,"During their mission, Sabo encounters Bonney where after discussing priorities, the two separate. Meanwhile, Cobra asks the Five Elders about the fate of his distant ancestor Lili, one of the World Government s conversation and steps out of the shadows mentioning Lili which shocks Cobra.",[],"['Sabo', 'Bonney', 'Cobra', 'Five Elders', 'Lili', 'World Government', 'Charlos', 'Shirahoshi', 'Mjosgard', 'Sai', 'Leo', 'Imu']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1084,Chapter 1084 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1085,The Death of Nefeltari Cobra,ネフェルタリ・コブラ死す,,,107,,"June 5, 2023",2023 Issue 27,17,"As Cobra is stunned by Imu s actions. Knowing they will not let him live, Cobra reveals Lilis mouth.",[],"['Cobra', 'Imu', 'Will of D.', 'Poneglyphs', 'Lili', 'Sabo', 'Five Elders', 'Wapol', 'Levely', 'Vivi', 'CP0', 'mouth']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1085,Chapter 1085 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1086,The Five Elders,五老星,,,107,,"June 12, 2023",2023 Issue 28,15,"As Wapol, Vivi, Bonney, and Sabo escape from Mary Geoise, Imu orders the destruction of Lulusia Kingdom because they wished to use Vegapunk s Knights.",[],"['Wapol', 'Vivi', 'Bonney', 'Sabo', 'Mary Geoise', 'Imu', 'Lulusia Kingdom', 'Vegapunk', 'Mother Flame', 'Dragon', 'Ivankov', 'First Twenty']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1086,Chapter 1086 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1087,Battleship Bags,軍艦バッグ,,,107,,"July 17, 2023",2023 Issue 33,15,"As Brannew reveals the secret of Garp 's strength at a naval ship graveyard, the battle at Hachinosu is in the Marines favor. Just as the Marines are prepared to retreat with their mission complete, Kuzan arrives to stop them. The situation worsens when a trap results in Garp getting injured by Shiryu.",[],"['Brannew', 'Garp', 'Hachinosu', 'Marines', 'Kuzan', 'Shiryu', 'Avalo Pizarro']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1087,Chapter 1087 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1088,Final Lesson,最後の授業,,,107,,"July 24, 2023",2023 Issue 34,19,"As flashbacks occur which shows Koby s tutelage. However, Garp decides to remain behind to protect his comrades. As the narration details these events, elsewhere a fleet of Marines has surrounded Egghead.",[],"['Koby', 'Garp', 'Blackbeard Pirates', 'Helmeppo', 'Grus', 'Avalo Pizarro', 'Marines', 'Egghead']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1088,Chapter 1088 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1089,Hostage Situation,立てこもり事件,,,108,,"August 7, 2023",2023 Issue 36-37,17,"As the news about the recent events on Hachinosu and Egghead spreads around the world, an earthquake suddenly occurs and causes the entire planet's sea level to rise by a meter. Meanwhile, the fleet of Marines surrounding Egghead, as well as the Five Elders, receive a call about the current situation from York, who—after making a deal with them to recreate the Mother Flame in exchange for becoming a World Noble —is revealed to be a hostage of the Straw Hat Pirates and their allies.",[],"['Hachinosu', 'Egghead', 'world', 'Marines', 'Five Elders', 'York', 'Mother Flame', 'World Noble', 'Straw Hat Pirates']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1089,Chapter 1089 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1090,Kizaru,黄猿,,,108,,"August 21, 2023",2023 Issue 38,17,"After Luffy makes his demands to the Five Elders, the group makes their escape plan which they plan to return to the Thousand Sunny and after escaping the Marines, plan to flee to Elbaph. Meanwhile, with the information that Rob Lucci had been secretly leaking to them, Kizaru and Saturn, lay out their own plans, as Kizaru leaves to go deal with Sentomaru.",[],"['Luffy', 'Five Elders', 'Thousand Sunny', 'Marines', 'Elbaph', 'Rob Lucci', 'Kizaru', 'Saturn', 'Sentomaru']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1090,Chapter 1090 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1091,Sentomaru,戦桃丸,,,108,,"September 4, 2023",2023 Issue 40,19,"As the Sea Beast Weapons and Pacifista Mark III attacks the Marines, Kizaru defeats Sentomaru to regain control of the Mark III's to deal with the Sea Beast Weapons and uses his powers to head inside Labophase. Lucci makes his move to kill Vegapunk, but Stussy takes the hit and Zoro faces him, while Sanji puts Kaku out of action. As Kizaru arrives where the Thousand Sunny and Vegaforce-01 is, Luffy confronts him.",[],"['Sea Beast Weapons', 'Pacifista Mark III', 'Marines', 'Kizaru', 'Sentomaru', 'powers', 'Labophase', 'Lucci', 'Vegapunk', 'Stussy', 'hit', 'Zoro']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1091,Chapter 1091 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1092,Kuma the Tyrant's Holy Land Rampage,暴君くま聖地暴走事件,,,108,,"September 18, 2023",2023 Issue 42,17,"At Mary Geoise, Kuma causes destruction. Sakazuki responds by taking immediate action, forcing Kuma to retreat. Meanwhile at Egghead, the Sea Beast Weapons have been defeated and Kizaru manages to knock Luffy away, resulting in Vegaforce-01 s defenses where Vegapunk and the rest of the Straw Hat Pirates are, Luffy returns in Gear 5, where this transformation results in the Iron Giant being reactivated.",[],"['Mary Geoise', 'Kuma', 'Sakazuki', 'Egghead', 'Sea Beast Weapons', 'Kizaru', 'Luffy', 'Vegaforce-01', 'Vegapunk', 'Straw Hat Pirates', 'Gear 5', 'Iron Giant']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1092,Chapter 1092 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1093,Luffy vs. Kizaru,ルフィ VS 黄猿,,,108,,"September 25, 2023",2023 Issue 43,15,"As Luffy knocks Kizaru away, Atlas heads out to regain control of the Pacifista Mark III with Vegapunk deciding to go to check on Bonney, along with Franky and Sanji. Kizaru returns and tries to eliminate Vegapunk, but Luffy takes the hit. Vegapunk's group succeeds in reaching their destination, as Atlas issues the Pacifista their new orders to eliminate the Marines.",[],"['Luffy', 'Kizaru', 'Atlas', 'Pacifista Mark III', 'Vegapunk', 'Bonney', 'Franky', 'Sanji', 'Marines']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1093,Chapter 1093 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1094,"Five Elders, Godhead of Science & Defense, St. Jaygarcia Saturn",「五老星」科学防衛武神ジェイガルシア・サターン聖,,,108,,"October 9, 2023",2023 Issue 45,19,"The Pacifistas Mk III begin attacking the Marines, on Atlas s group from escaping, but Luffy arrives and knocks him out just as Luffy reaches his own limit. Just as Saturn confronts Vegapunk's group, an angry Bonney stabs him.",[],"['Pacifistas Mk III', 'Marines', 'Atlas', 'Sanji', 'Bonney', 'Kizaru', 'Vegapunk', 'Luffy', 'St. Saturn']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1094,Chapter 1094 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1095,Better Off Dead in This World,死んだ方がいい世界,,,108,,"October 16, 2023",2023 Issue 46,15,"Saturn easily heals from the sword wound inflicted by Bonney and captures her while incapacitating Sanji. He tries to eliminate Luffy, but Franky saves him. As Bonney displays disgust for what they did to her father, a flashback of Kuma's past occurs.",[],"['St. Saturn', 'Bonney', 'Sanji', 'Luffy', 'Franky', 'her father', 'Buccaneers', 'World Nobles', 'hunting tournament', 'Ivankov', 'Ginny']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1095,Chapter 1095 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1096,Kumachi,くまちー,,,108,,"October 30, 2023",2023 Issue 48,17,"The World Nobles began their hunting competition, during which the Rocks Pirates, Roger Pirates, Monkey D. Garp and the Marines got involved, which started the God Valley Incident. During this, despite Linlin stealing one of the Devil Fruits, Kuma stole the Nikyu Nikyu no Mi and consumed it, allowing his group to escape the island.",[],"['World Nobles', 'hunting competition', 'Rocks Pirates', 'Roger Pirates', 'Monkey D. Garp', 'Marines', 'God Valley Incident', 'Linlin', 'Devil Fruits', 'Kuma', 'Nikyu Nikyu no Mi', 'Ivankov']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1096,Chapter 1096 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1097,Ginny,ジニー,,,108,,"November 6, 2023",2023 Issue 49,13,"Kuma and Ginny lived in Sorbet Kingdom with Kuma working as a pastor until the king changed the laws by pay the Heavenly Tribute to the World Nobles. They were freed by the Freedom Fighters and joined them which later became the Revolutionary Army. Eight years later, Ginny was kidnapped by an unknown assailant.",[],"['Kuma', 'Ginny', 'Sorbet Kingdom', 'pastor', 'king', 'World Nobles', 'Freedom Fighters', 'Revolutionary Army']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1097,Chapter 1097 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1098,Bonney's Birth,ボニー誕生,,,108,,"November 13, 2023",2023 Issue 50,15,"Kuma learned that Ginny was captured and forced into a marriage by a World Noble. After two years, Ginny was freed due to contracting a disease, and contacts the Revolutionary Army to say her goodbyes and died before Kuma could reach her. Kuma decided to raise her daughter Bonney, but when Bonney became five years old, she too contracted the disease, and Kuma learned there was no cure, but chose not to worry her.",[],"['Kuma', 'Ginny', 'marriage', 'World Noble', 'disease', 'Revolutionary Army', 'Bonney', 'Bekori', 'Sorbet Kingdom']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1098,Chapter 1098 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1099,Pacifist,平和主義者,,,108,,"November 27, 2023",2023 Issue 52,17,"Kuma is able to drive Bekori away. Shortly afterwards Bonney had unexpectedly aged due to unknowingly eating a Devil Fruit. Bekori is able to get the support of the World Government, and by fighting them off Kuma officially became a wanted criminal.",[],"['Kuma', 'Bekori', 'Bonney', 'Devil Fruit', 'World Government', 'wanted', 'Sapphire Scales', 'Dragon', 'Vegapunk', 'new laboratory', 'clone soldiers']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1099,Chapter 1099 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1100,"Thank You, Bonney",ありがとうボニー,,,108,,"December 4, 2023",2024 Issue 1,17,"After Kizaru arrives at the lab, St. Saturn contacts them and blackmails Vegapunk and Kuma with a list of demands to approve of Bonney being cured of Sapphire Scales including that Kuma become a cyborg with no memories, and a member of the Seven Warlords or Bonney will become a slave which Kuma gladly accepts. With a year and a half of treatment, Bonney spends six months with them, and then is sent back to Sorbet Kingdom for the remaining year with a member of CP8 keeping her under observation.",[],"['Kizaru', 'Saturn', 'Vegapunk', 'Kuma', 'Bonney', 'Sapphire Scales', 'Seven Warlords', 'slave', 'Sorbet Kingdom', 'member', 'CP8', 'Foosha Village']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1100,Chapter 1100 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1101,To Bonney,ボニーへ,,,109,,"December 11, 2023",2024 Issue 2,17,"Kuma watches a younger Luffy train and remembers a conversation he once had with Dragon and realizes that Luffy is Dragons tenth birthday she is fully cured of her disease but Alpha refuses to let her to go outside. Having discovered that Alpha's group are government agents Conney enacts a plans for Bonney to escape on a ship. Alpha attempts to stop them, but Bonney remembering Kuma telling her about Nika, uses that power to stop Alpha.",[],"['Kuma', 'Luffy', 'Dragon', 'Bonney', 'Alpha', 'Conney', 'powers', 'her disease', 'government agents', 'a ship', 'Nika']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1101,Chapter 1101 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1102,Kuma's Life,くまの人生,,,109,,"December 25, 2023",2024 Issue 4-5,17,"As Bonney begins her career as a pirate with the intention of finding her father, Kuma hears of Luffy s son. As Kuma encounters the Straw Hat Pirates at both Thriller Bark and later Sabaody Archipelago, it is revealed the reason he separated the crew was because he knew they were not ready for the dangers of the New World, and he knows one day Luffy would save the world. As Kuma begins the operation to have his memories removed, he creates a bubble containing his memories.",[],"['Bonney', 'pirate', 'father', 'Luffy', 'Dragon', 'Straw Hat Pirates', 'Thriller Bark', 'Sabaody Archipelago', 'New World', 'Vegapunk']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1102,Chapter 1102 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1103,"I'm Sorry, Daddy",ごめんね、お父さん,,,109,,"January 6, 2024",2024 Issue 6-7,17,"As Bonney is overcome with grief after experiencing her fathers attempt to affect Saturn fails, he reveals that both the fruits powers and her mother's illness were caused by him. Kuma then arrives and attacks Saturn and the Marines.",[],"['Bonney', ""father's"", 'Vegapunk', 'Saturn', 'Nika', 'affect', ""mother's"", 'illness', 'Marines']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1103,Chapter 1103 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1104,"Thank You, Daddy",ありがとう、お父さん,,,109,,"January 22, 2024",2024 Issue 8,15,"As Kuma attacks Saturn, that latter is surprised that Kuma's self-destruct switch had not been activated yet which he first used after Kuma was sprung by the Revolutionary Army. Vegapunk reveals that he did not install one, but Kuma would have shutdown instead, but believes it may have something to do with his Buccaneer background. However, Saturn recovers and tries to eliminate Kuma and Bonney, but Sanji and Franky intervene.",[],"['Kuma', 'Saturn', 'Revolutionary Army', 'Vegapunk', 'Buccaneer', 'Bonney', 'Sanji', 'Franky', 'Buster Call', 'Egghead']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1104,Chapter 1104 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1105,The Height Of Folly,愚の骨頂,,,109,,"January 29, 2024",2024 Issue 9,13,"As the Marines prepare the Buster Call, Vegapunk attempts to give himself to no avail as Saturn does not believe the world needs progress. Sanji sends the rest of the group to Labophase while he will retrieve Vegapunk as he contacts Nami to warn the others about the Buster Call. Nami reports the situation from their end, including that Lilith and Brook have moved the Thousand Sunny.",[],"['Marines', 'Buster Call', 'Vegapunk', 'Saturn', 'Sanji', 'Nami', 'Lilith', 'Brook', 'Thousand Sunny', 'Kizaru', 'Franky', 'Pacifistas']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1105,Chapter 1105 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1106,On Your Side,きみの味方,,,109,,"February 5, 2024",2024 Issue 10,17,"As Luffy springs back into action with Gear 5, the Pacifistas attempt to kill Bonney and Kuma. Atlas then tells Bonney she orders the Pacifistas to help them escape, as Vegapunk secretly programmed their authority chip to follow her orders if she were in danger above that of the Five Elders. Kizaru tries to kill Kuma and Bonney, but is stopped by Luffy, to whom Vegapunk reveals to Bonney that he is Nika.",[],"['Luffy', 'Gear 5', 'Pacifistas', 'Bonney', 'Kuma', 'Atlas', 'Vegapunk', 'Five Elders', 'Kizaru', 'Nika', 'Giant Warrior Pirates', 'Dorry']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1106,Chapter 1106 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1107,I've Been Looking For You!!,あんたを捜してたんだ!!,,,109,,"February 19, 2024",2024 Issue 12,17,"As the Giant Warrior Pirates begin their attack, Brook and Lilith move out with the Thousand Sunny, while Jinbe heads to Zoro 's position, who is stilling facing Rob Lucci. Luffy asks Bonney why she is crying, and she calls him Nika which he does not understand. Luffy then attacks Saturn, while Sanji fights Kizaru.",[],"['Giant Warrior Pirates', 'Brook', 'Lilith', 'Thousand Sunny', 'Jinbe', 'Zoro', 'Rob Lucci', 'Luffy', 'Bonney', 'Nika', 'Saturn', 'Sanji']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1107,Chapter 1107 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1108,"Come In, World",応答せよ、世界,,,109,,"February 26, 2024",2024 Issue 13,15,"Augur does not trust Caribou, but the latter mentions he can tell Blackbeard about Poseidon and Pluton. As the Marines struggle against the Pacifistas, the Vice Admirals decide to target Bonney, and Dorry and Brogy save her from one of them. Meanwhile, Saturn assumes Beast Form, and when Sanji attempts to flee with Vegapunk, Kizaru critically injures the scientist.",[],"['Augur', 'Caribou', 'Blackbeard', 'Poseidon', 'Pluton', 'Marines', 'Pacifistas', 'Vice Admirals', 'Bonney', 'Dorry', 'Brogy', 'one']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1108,Chapter 1108 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1109,Interception,阻止,,,109,,"March 4, 2024",2024 Issue 14,15,"As the various places throughout the world prepare setting up their video Den Den Mushi, the other Elders contact Saturn telepathically to review the situation and they realize the signal is coming from Labophase which is protected by a barrier. Luffy continues his attack on Kizaru and Saturn, noticing the latter does not seem to be taking any damage from his attacks. Realizing they must stop the message, Saturn summons the other Elders to his location.",[],"['Den Den Mushi', 'Elders', 'Saturn', 'Labophase', 'Luffy', 'Kizaru']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1109,Chapter 1109 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1110,Starfall,降星,,,109,,"March 18, 2024",2024 Issue 16,17,"While there is seven minutes left before the broadcast begins, the other members of the Five Elders have arrived at Egghead and have all utilized their Zoan abilities. Beginning their attack, Nusjuro disables the Pacifistas, allowing the Marines to focus on eliminating Bonney. Meanwhile after being contacted through a Den Den Mushi with an update, Jinbe, locates Zoro and Lucci, where after hearing Sanji 's insult, Zoro quickly attacks Lucci.",[],"['Five Elders', 'Egghead', 'Zoan', 'Nusjuro', 'Pacifistas', 'Marines', 'Bonney', 'Den Den Mushi', 'Jinbe', 'Zoro', 'Lucci', 'Sanji']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1110,Chapter 1110 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1111,Sun-Shield,太陽の盾,,,110,,"March 25, 2024",2024 Issue 17,19,"As Mars breaks into Labophase, Jinbe grabs Zoro and escapes back to the Thousand Sunny. Lucci then updates Mars on the situation. Luffy talks with Dorry and Brogy, and the two reveal he resembles the god in Elbaph s attack, all of a sudden the Iron Giant wakes up, as it apologizes to Joy Boy.",[],"['Mars', 'Labophase', 'Jinbe', 'Zoro', 'Thousand Sunny', 'Lucci', 'Luffy', 'Dorry', 'Brogy', 'god', 'Elbaph', 'Straw Hat Pirates']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1111,Chapter 1111 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1112,Hard Aspects,ハードアスペクト,,,110,,"April 22, 2024",2024 Issue 21,17,"As the remaining Pacifistas are disabled, the Marines move to deal with both Bonney and sink the Giant Warrior Pirates  ship and Mars reaches Punk Records.",[],"['Pacifistas', 'Marines', 'Bonney', 'Giant Warrior Pirates', 'ship', 'York', 'Mars', 'Transmission Den Den Mushi', 'Dr. Vegapunk', 'Punk Records', 'Stussy', 'Kaku']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1112,Chapter 1112 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1113,Stalemate,STALEMATE,,,110,,"April 29, 2024",2024 Issue 22-23,19,"As the world prepares to listen to Dr. Vegapunk s group at the Thousand Sunny to murder Robin, but the other nearby Straw Hat Pirates members hold him back. As both Mars and York struggle to find the right Den Den Mushi without destroying the Power Plant, Vegapunk claims in his message that the world will sink into the Blue Sea.",[],"['Dr. Vegapunk', 'Sanji', 'Franky', 'Bonney', 'Nusjuro', 'Oimo', 'Kashii', 'Mars', 'Den Den Mushi', 'Saturn', 'Nami', 'Thousand Sunny']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1113,Chapter 1113 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
1114,The Wings of Icarus,イカロスの翼,,,110,,"May 13, 2024",2024 Issue 24,15,"Various people around the world are shocked by Dr. Vegapunk 's message, to which at Impel Down Doflamingo believes that most cities will sink once the sea rises five more meters. The Five Elders decide to destroy any life form to stop the transmission.",[],"['Dr. Vegapunk', 'Impel Down', 'Doflamingo', 'Five Elders', 'Saturn', 'Mother Flame', 'Void Century', 'Joy Boy', 'pirate', 'Edison', 'Thousand Sunny', 'Egghead']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_1114,Chapter 1114 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
